company,title,location,url,source,ats,id,pay,benchmark,family,timing,score,cv_variant
Jubo 智齡科技,Senior Full-Stack Engineer 資深全端工程師_台北,新北市,https://www.yourator.co/companies/jubohealth/jobs/47890,yourator,sqlite,47890,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
KEYENCE_台灣基恩斯股份有限公司,【新鮮人年薪百萬】B2B銷售顧問/業務工程師｜視訊面試｜完整教育訓練,"中山區, 台北市, 台灣",https://www.cake.me/companies/keyence/jobs/42cd2eaf-e3a0-4cbd-a1ed-ba9c71207693-million-dollar-annual-salary-fo-34dae4e5e9db3b37a5696ce8f06aca,cake,sqlite,42cd2eaf-e3a0-4cbd-a1ed-ba9c71207693-million-dollar-annual-salary-fo-34dae4e5e9db3b37a5696ce8f06aca,Annual Salary TWD 1000000~1300000,market: no benchmark for this role family,software,ft,20,zh
KPMG安侯建業聯合會計師事務所,【顧問部】虛擬資產法規實務研究實習生 (Virtual Asset Regulatory Research Intern)-317317,"信義區, 台北市, 台灣",https://www.cake.me/companies/KPMG/jobs/3be6655a-177c-4f05-a667-9ccec723c880-consultant-department-virtual-0816a6099b3f221a04e152706eba55,cake,sqlite,3be6655a-177c-4f05-a667-9ccec723c880-consultant-department-virtual-0816a6099b3f221a04e152706eba55,Hourly Wage TWD 196~0,market: interns typically NT$200-250/hour or a fixed monthly stipend,research,now_intern,70,ai
KPMG安侯建業聯合會計師事務所,【顧問部】金融科技與機器學習應用 (資料科學家/數據科學家)-317317,"信義區, 台北市, 台灣",https://www.cake.me/companies/KPMG/jobs/7f6c2703-2066-4575-8c08-66d348944a41-consulting-department-financia-e90a166b66daa76729040efaf49039,cake,cake,7f6c2703-2066-4575-8c08-66d348944a41-consulting-department-financia-e90a166b66daa76729040efaf49039,Monthly Salary TWD 0~0,market: no benchmark for this role family,ml_research,ft,85,ai
KPMG安侯建業聯合會計師事務所,【顧問部】顧問師/高級顧問師/副理(資料科學家)-317317,"信義區, 台北市, 台灣",https://www.cake.me/companies/KPMG/jobs/f18115bd-601b-4463-9704-3ca5d7592732-consultant-department-consulta-a3ef9f987036469758c60cdc640bf1,cake,cake,f18115bd-601b-4463-9704-3ca5d7592732-consultant-department-consulta-a3ef9f987036469758c60cdc640bf1,Monthly Salary TWD 0~0,market: no benchmark for this role family,data_science,ft,85,ai
KlickKlack Communications,Jamf MSP｜資安工程師 Security Engineer,臺北市,https://www.yourator.co/companies/kkco/jobs/38528,yourator,sqlite,38528,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,zh
KlickKlack Communications,KlickConnect｜網路工程師 Network Engineer,臺北市,https://www.yourator.co/companies/kkco/jobs/14997,yourator,sqlite,14997,"NT$ 45,000 - 70,000 (月薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
KlickKlack Communications,KlickConnect｜網路工程師 Network Engineer (Senior),臺北市,https://www.yourator.co/companies/kkco/jobs/44497,yourator,sqlite,44497,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
Lam Research,Business Operations Analyst 2,"台中市, 台灣, 臺中市, 台中市, 台灣",https://www.cake.me/companies/lam-research/jobs/2b54cff0-7d86-4e29-9200-4b9d61bb2bf3-business-operations-analyst-2-56ebaa62156cfced904db2ea7621cf,cake,sqlite,2b54cff0-7d86-4e29-9200-4b9d61bb2bf3-business-operations-analyst-2-56ebaa62156cfced904db2ea7621cf,Monthly Salary TWD 0~0,"market: ~NT$60,000-90,000/month for analyst roles in Taipei",analyst,ft,20,en
Lawsnote,法學資料處理專員 ( 儲備法學資料分析師 ),新北市,https://www.yourator.co/companies/lawsnote/jobs/22545,yourator,sqlite,22545,"NT$ 500,000 - 700,000 (年薪)",market: no benchmark for this role family,analyst,ft,20,zh
Lemon.io,Senior Data Engineer,Remote,https://remoteOK.com/remote-jobs/remote-senior-data-engineer-lemon-io-1136594,remoteok,sqlite,1136594,40000-180000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",data_eng,later_senior,35,ai
Logitech,Lead Imaging Engineer,"新竹市, 新竹市, 台灣, 台灣",https://www.cake.me/companies/logitech/jobs/4883c1efaa5810018564659ce64c0000-lead-imaging-engineer-1107b2e66e1b2b9d656175b9359842,cake,cake,4883c1efaa5810018564659ce64c0000-lead-imaging-engineer-1107b2e66e1b2b9d656175b9359842,Monthly Salary 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
Logitech,Sr. Embedded Software Engineer,"新竹市, 新竹市, 台灣, 台灣",https://www.cake.me/companies/logitech/jobs/40e6ca06a52b1000eba61e40e2410000-sr-embedded-software-engineer-62b6c00e5305f2364f21596b951545,cake,sqlite,40e6ca06a52b1000eba61e40e2410000-sr-embedded-software-engineer-62b6c00e5305f2364f21596b951545,Monthly Salary 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Lorex Technology Inc.,DevOps Engineer,"新北市, 台灣",https://www.cake.me/companies/www.lorex.ca/jobs/devops-engineer-25c500,cake,sqlite,devops-engineer-25c500,Annual Salary TWD 1034000.0~1175000.0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
Lorex Technology Inc.,Financial Analyst,"新北市, 台灣",https://www.cake.me/companies/www.lorex.ca/jobs/financial-analyst-3d1d69,cake,sqlite,financial-analyst-3d1d69,Monthly Salary TWD 940000.0~1175000.0,"market: ~NT$60,000-90,000/month for analyst roles in Taipei",analyst,ft,20,en
MaiCoin,Security Compliance Engineer,"信義區, 台北市, 台灣",https://www.cake.me/companies/maicoin/jobs/security-compliance-engineer,cake,cake,security-compliance-engineer,Annual Salary TWD 1000000~2000000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
MaiCoin,Senior Site Reliability Engineer,"信義區, 台北市, 台灣",https://www.cake.me/companies/maicoin/jobs/senior-site-reliability-engineer-6d379b,cake,sqlite,senior-site-reliability-engineer-6d379b,Annual Salary TWD 1000000~2000000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
Manuscript,【GoingCloud】Senior Data Scientist,"台北市, 台灣",https://www.cake.me/companies/manuscript/jobs/senior-data-scientist-751,cake,cake,senior-data-scientist-751,not stated,"market: ~NT$100,000/month median Taipei (NT$79,000 at the 25th percentile)",data_science,later_senior,30,ai
MediaTek 聯發科技,Agentic AI engineer,"新竹市, 台灣",https://www.cake.me/companies/mediatek/jobs/471195e7-dcbd-4498-b8ef-ba62d64858b3-agentic-ai-engineer-47b80a683a30de7b540dcdceaa195b,cake,cake,471195e7-dcbd-4498-b8ef-ba62d64858b3-agentic-ai-engineer-47b80a683a30de7b540dcdceaa195b,Monthly Salary TWD 0~0,"market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)",ml_research,ft,20,ai
MediaTek 聯發科技,Camera AI Algorithm Engineer,"新竹市, 台灣",https://www.cake.me/companies/mediatek/jobs/72f3d14d-ab5a-4431-88ec-3ea5e5574790-camera-ai-algorithm-engineer-e08ba8f8216719f767b62e797e110c,cake,cake,72f3d14d-ab5a-4431-88ec-3ea5e5574790-camera-ai-algorithm-engineer-e08ba8f8216719f767b62e797e110c,Monthly Salary TWD 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
MediaTek 聯發科技,Engineer/Senior Engineer for AI/Machine Learning,"新竹市, 台灣",https://www.cake.me/companies/mediatek/jobs/0b4cc034-98fc-4b08-9640-badb3e425e94-engineer-senior-engineer-for-ai-b99c2b34a587341018b72c026f0dbe,cake,cake,0b4cc034-98fc-4b08-9640-badb3e425e94-engineer-senior-engineer-for-ai-b99c2b34a587341018b72c026f0dbe,Monthly Salary TWD 0~0,"market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)",ml_research,later_senior,40,ai
MediaTek 聯發科技,Engineering Intern,"台北市, 台灣",https://www.cake.me/companies/mediatek/jobs/09a2e113-bb01-44b6-bbd3-cc7754136ced-engineering-intern-540aa2dfb426e49bef33138aca5fc2,cake,cake,09a2e113-bb01-44b6-bbd3-cc7754136ced-engineering-intern-540aa2dfb426e49bef33138aca5fc2,Monthly Salary TWD 0~0,market: interns typically NT$200-250/hour or a fixed monthly stipend,software,now_intern,70,en
MediaTek 聯發科技,IT Engineer_Gen AI,"新竹市, 台灣",https://www.cake.me/companies/mediatek/jobs/808adc64-fab0-417c-9846-33d41fa56107-it-engineer_gen-ai-a5b1f7689fc8bf1d0c60a077792212,cake,cake,808adc64-fab0-417c-9846-33d41fa56107-it-engineer_gen-ai-a5b1f7689fc8bf1d0c60a077792212,Monthly Salary TWD 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
MediaTek 聯發科技,MCU/DSP design engineer,"新竹市, 台灣",https://www.cake.me/companies/mediatek/jobs/06863cf2-7f16-422f-9d2e-3e650a849d5e-mcu-dsp-design-engineer-4fec27d61dd9104f1f7f19f23fce49,cake,cake,06863cf2-7f16-422f-9d2e-3e650a849d5e-mcu-dsp-design-engineer-4fec27d61dd9104f1f7f19f23fce49,Monthly Salary TWD 0~0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
MediaTek 聯發科技,Machine Learning - Architect/Researcher/Engineer,"新竹市, 台灣",https://www.cake.me/companies/mediatek/jobs/25dc0b6b-4c02-4896-8d24-33d09bda1dcb-machine-learning-architect-res-d24d7d6737ffe7eee013ac9ea1ec71,cake,cake,25dc0b6b-4c02-4896-8d24-33d09bda1dcb-machine-learning-architect-res-d24d7d6737ffe7eee013ac9ea1ec71,Monthly Salary TWD 0~0,"market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)",ml_research,ft,85,ai
MetAI 宇見智能科技股份有限公司,AI 強化學習工程師,"台北市, 台灣",https://www.cake.me/companies/met-ai-net-about/jobs/ai-reinforcement-learning-engineer,cake,sqlite,ai-reinforcement-learning-engineer,Annual Salary TWD 1000000~2000000,market: no benchmark for this role family,software,ft,20,zh
MetAI 宇見智能科技股份有限公司,（台北）Senior Backend Engineer 資深後端工程師,"台北市, 台灣",https://www.cake.me/companies/met-ai-net-about/jobs/taipei-senior-backend-engineer-86f,cake,sqlite,taipei-senior-backend-engineer-86f,Annual Salary TWD 1100000~2000000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,zh
MetAI 宇見智能科技股份有限公司,（新竹）Senior AI Algorithm Engineer 資深 AI 演算法工程師,"新竹市, 台灣",https://www.cake.me/companies/met-ai-net-about/jobs/hsinchu-senior-ai-algorithm-engineer,cake,cake,hsinchu-senior-ai-algorithm-engineer,Annual Salary TWD 1000000~2000000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,zh
Mirantis,Software Engineer,Remote,https://remoteOK.com/remote-jobs/remote-software-engineer-mirantis-1137387,remoteok,sqlite,1137387,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,5,en
Mlytics 摩速科技有限公司,AI Data Engineer AI 資料工程師,"大安區, 台北市, 台灣",https://www.cake.me/companies/mlytics-2d9fc4/jobs/ai-data-engineer-9ac,cake,cake,ai-data-engineer-9ac,Monthly Salary TWD 0.0~0.0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",data_eng,ft,85,ai
Mlytics 摩速科技有限公司,Lead AI-Native Full Stack Engineer AI 全端工程師,"大安區, 台北市, 台灣",https://www.cake.me/companies/mlytics-2d9fc4/jobs/ai-native-full-stack-engineer-agentic-amp-web-ai-full-stack-engineer,cake,sqlite,ai-native-full-stack-engineer-agentic-amp-web-ai-full-stack-engineer,Monthly Salary TWD 80000~150000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
Morgan Philips Group,🚀 資深前端工程師｜高流量產品 × React × 技術影響力,"板橋區, 新北市, 台灣",https://www.cake.me/companies/morgan-philips-e5774d/jobs/senior-front-end-engineer-high-traffic-products-react-technical-influence,cake,sqlite,senior-front-end-engineer-high-traffic-products-react-technical-influence,not stated,market: no benchmark for this role family,software,later_senior,10,zh
Mozilla,Marketing Data Science Manager,Remote,https://job-boards.greenhouse.io/mozilla/jobs/8126756,,greenhouse,8126756,not stated,"market: ~NT$100,000/month median Taipei (NT$79,000 at the 25th percentile)",data_science,later_senior,5,ai
Mozilla,"Senior Backend Engineer, Ecosystems",Remote,https://job-boards.greenhouse.io/mozilla/jobs/8089088,,greenhouse,8089088,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Mozilla,"Senior Mobile Engineer, iOS",Remote,https://job-boards.greenhouse.io/mozilla/jobs/8109590,,greenhouse,8109590,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Mozilla,"Senior Security Engineer, Bug Bounty",Remote,https://job-boards.greenhouse.io/mozilla/jobs/7838202,,greenhouse,7838202,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Mozilla,"Senior Software Engineer, Cloud Engineering",Remote,https://job-boards.greenhouse.io/mozilla/jobs/8031378,,greenhouse,8031378,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Mozilla,"Senior Solutions Engineer (DACH), Firefox Enterprise",Remote,https://job-boards.greenhouse.io/mozilla/jobs/7921523,,greenhouse,7921523,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Mozilla,Senior Staff Data Engineer,Remote,https://job-boards.greenhouse.io/mozilla/jobs/8180971,,greenhouse,8180971,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",data_eng,later_senior,25,ai
Mozilla,"Staff Data Scientist, Ads",Remote,https://job-boards.greenhouse.io/mozilla/jobs/7114644,,greenhouse,7114644,not stated,"market: ~NT$100,000/month median Taipei (NT$79,000 at the 25th percentile)",data_science,later_senior,25,ai
Mozilla,Staff Operations Engineer,Remote,https://job-boards.greenhouse.io/mozilla/jobs/7973023,,greenhouse,7973023,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Mozilla,"Staff Product Engineer, Enterprise AI ",Remote,https://job-boards.greenhouse.io/mozilla/jobs/8174313,,greenhouse,8174313,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
Mozilla,Staff Security GRC Engineer,Remote,https://job-boards.greenhouse.io/mozilla/jobs/8103947,,greenhouse,8103947,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,5,en
MultiplyMii,Brand Protection & Marketplace Compliance Analyst,Remote,https://remoteOK.com/remote-jobs/remote-brand-protection-marketplace-compliance-analyst-multiplymii-1136687,remoteok,sqlite,1136687,not stated,"market: ~NT$60,000-90,000/month for analyst roles in Taipei",analyst,ft,5,en
Mynavi 台灣邁那比股份有限公司,【知名金融服務業】數據應用分析師,"台北市, 台灣",https://www.cake.me/companies/mynavi/jobs/Jcard,cake,cake,Jcard,Monthly Salary TWD 55000~75000,market: no benchmark for this role family,analyst,ft,20,zh
NEC (台灣恩益禧股份有限公司),企業解決方案事業群-系統分析師,"南港區, 台北市, 台灣",https://www.cake.me/companies/nec/jobs/enterprise-solutions-group-system-analyst,cake,sqlite,enterprise-solutions-group-system-analyst,not stated,market: no benchmark for this role family,analyst,ft,10,zh
Nahimic/SteelSeries,Senior Software Engineer in Taipei,"林口區, 新北市, 台灣, 信義區, 台北市, 台灣",https://www.cake.me/companies/nahimic-steelseries/jobs/senior-software-engineer-in-taipei,cake,sqlite,senior-software-engineer-in-taipei,Annual Salary TWD 1200000.0~1500000.0,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
